Prompt	Seitenzahl	Nummer	Datierung	Ort	Datum	Frühstmögliches Datum	Spätestmögliches Datum
II-4o-mini-02	274-275	96		-	1165 August 4	1165-08-04	1165-08-04
II-4o-mini-02	275	97		-	vor 1168 Juni	1168-06-01	1168-06-30
II-4o-mini-02	275-276	98		-	vor 1168 Juni	1168-06-01	1168-06-30
II-4o-mini-02	276-278	99		-	1168 Juni	1168-06-01	1168-06-30
II-4o-mini-02	278	100		-	1168 Juni	1168-06-01	1168-06-30
II-4o-mini-02	278-279	101		-	1168 Juni	1168-06-01	1168-06-30
II-4o-mini-02	279-280	102		-	1168 Juni	1168-06-01	1168-06-30
II-4o-mini-02	280-282	103		-	1161 Februar - März oder 1168 Juni	1161-02-01	1168-06-30
II-4o-mini-02	282-283	104		-	1166-68	1166-01-01	1168-12-31
II-4o-mini-02	283-284	105		-	1166-68	1166-01-01	1168-12-31
II-4o-mini-02	284-285	106		-	ca. 1168-69	1168-01-01	1169-12-31
II-4o-mini-02	285-287	107		-	vor 1169 September 30	1168-01-01	1169-09-30
II-4o-mini-02	287-289	108		-	1169 September 30	1169-09-30	1169-09-30
II-4o-mini-02	289-290	109		-	1167-69 November 9	1167-11-09	1169-11-09
II-4o-mini-02	290-291	110		-	1170 vor April	1170-01-01	1170-03-31
II-4o-mini-02	291-293	111		-	1170 Mai 13	1170-05-13	1170-05-13
II-4o-mini-02	293-294	112		-	1170 ca. Mai	1170-05-01	1170-05-31
II-4o-mini-02	294-296	113		-	1171 Februar 1	1171-02-01	1171-02-01
II-4o-mini-02	296-297	114		-	1171 Februar 1	1171-02-01	1171-02-01
II-4o-mini-02	297-299	115		-	1171 Februar 1	1171-02-01	1171-02-01
II-4o-mini-02	299-300	116		-	-	-	-
II-4o-mini-02	300-301	117		-	Winter 1171-72	1171-12-01	1172-02-29
II-4o-mini-02	301-302	118		-	1172 April 11	1172-04-11	1172-04-11
II-4o-mini-02	302-303	119		-	1172 April 11	1172-04-11	1172-04-11
II-4o-mini-02	303-304	120		-	1172 März - April	1172-03-01	1172-04-30
II-4o-mini-03	208-210	40		Ferentino	Ferentino, 1150 Dezember 17.	1150-12-17	1150-12-17
II-4o-mini-03	210-212	41		Lateran	Lateran, (1153) Januar 8.	1153-01-08	1153-01-08
II-4o-mini-03	212-213	42		Rom, St. Peter	Rom, St. Peter (1150. 53) Mai 3.	1150-05-03	1150-05-03
II-4o-mini-03	213-215	43		Lateran	Lateran, 1154 Januar 1.	1154-01-01	1154-01-01
II-4o-mini-03	215-216	44		Lateran	Lateran, (1154) Januar 2.	1154-01-02	1154-01-02
II-4o-mini-03	216-217	45		Lateran	Lateran, 1154 (April 20 oder Mai 9).	1154-04-20	1154-05-09
II-4o-mini-03	217-218	46			(Ende 1153 -vor Sommer 1154).	1153-12-01	1154-05-31
II-4o-mini-03	218-220	47			(1154 Sommer).	1154-06-01	1154-08-31
II-4o-mini-03	220-221	48		Lateran	Lateran, (1154) November 25.	1154-11-25	1154-11-25
II-4o-mini-03	221-222	49		Rom St.Peter	Rom St.Peter, (1154) Dezember 13.	1154-12-13	1154-12-13
II-4o-mini-03	222-223	50		Rom St. Peter	Rom St. Peter, (1154) Dezember 16.	1154-12-16	1154-12-16
II-4o-mini-03	223-224	51			(1155 Anfang).	1155-01-01	1155-01-31
II-4o-mini-03	224	52		Lateran	Lateran, (1156-58) Dezember 23.	1156-12-23	1158-12-23
II-4o-mini-03	225-226	53		Lateran	Lateran, (1159) Februar 18.	1159-02-18	1159-02-18
II-4o-mini-03	226	54		Lateran	Lateran, (1159) Februar 18.	1159-02-18	1159-02-18
II-4o-mini-03	226-227	55		Lateran	Lateran, (1159) Mai 23.	1159-05-23	1159-05-23
II-4o-mini-03	227-229	56			(1159 Jan. 6-Sept.	1159-01-06	1159-09-30
II-4o-mini-03	229-230	57			(1159 vor September 1).	1159-01-01	1159-08-31
II-4o-mini-03	230-231	58			(1159 vor September 1).	1159-01-01	1159-08-31
II-4o-mini-03	231-232	59			(1159 vor September 1).	1159-01-01	1159-08-31
II-4o-mini-03	232-233	60			(1159 vor September 1).	1159-01-01	1159-08-31
II-4o-mini-03	233	61			-	1159-01-01	1159-08-31
II-4o-mini-03	233-234	62			(1159 vor September 1).	1159-01-01	1159-08-31
II-4o-mini-03	234-235	63			(1159 vor September 1).	1159-01-01	1159-08-31
II-4o-mini-03	235-236	64			(1159 vor September 1).	1159-01-01	1159-08-31
II-4o-mini-03	236-237	65			(1159 vor September 1).	1159-01-01	1159-08-31
II-4o-mini-03	237-238	66			(1159 vor September 1).	1159-01-01	1159-08-31
II-4o-mini-03	238	67			(1159 vor September 1).	1159-01-01	1159-08-31
II-4o-mini-03	238-239	68			(1159 vor September 1).	1159-01-01	1159-08-31
II-4o-mini-03	239-240	69			(1159 vor September 1).	1159-01-01	1159-08-31
II-4o-mini-03	240-241	70			(1159 vor September 1).	1159-01-01	1159-08-31
II-4o-mini-03	241-243	71			(1159 nach September 7-1160 Januar).	1159-09-08	1160-01-31
II-4o-mini-03	243-244	72		Chartres	Chartres, (vor 1161) Februar 22.	1161-02-22	1161-02-22
II-4o-mini-03	244-245	73			(vor 1161 Mai).	1161-05-01	1161-05-31
II-4o-mini-03	245-246	74			(1160-1161  Mai).	1160-05-01	1161-05-31
II-4o-mini-03	246-247	75		Praeneste	Praeneste, (1161) Juni 27.	1161-06-27	1161-06-27
II-4o-mini-03	247-249	76			(1161 ca. Juni-Juli).	1161-06-01	1161-07-31
II-4o-mini-03	249-250	77			(1161 Herbst).	1161-09-01	1161-11-30
II-4o-mini-03	250-251	78			(1161 August-1162 Januar).	1161-08-01	1162-01-31
II-4o-mini-03	251	79		Genua	Genua, (1162) Februar 4.	1162-02-04	1162-02-04
II-4o-mini-03	251-252	80			(1161 August - 1162 März).	1161-08-01	1162-03-31
II-4o-mini-03	252-253	81			(1161 August - 1162 März).	1161-08-01	1162-03-31
II-4o-mini-03	253-254	82			(1161 Herbst-1162 März).	1161-09-01	1162-03-31
II-4o-mini-03	254-256	83			(1162 Januar-März).	1162-01-01	1162-03-31
II-4o-mini-03	256-257	84			(vor 1162 Mai).	1161-12-01	1162-05-31
II-4o-mini-03	257-258	85			(1162 Ende).	1162-01-01	1162-12-31
II-4o-mini-03	258	86			(1163) Januar 22.	1163-01-22	1163-01-22
II-4o-mini-03	258-263	87			1163 April 24.	1163-04-24	1163-04-24
II-4o-mini-03	263-265	88			(1163, vor Mai).	1163-01-01	1163-04-30
II-4o-mini-03	265-266	89			(1163) Dezember 19.	1163-12-19	1163-12-19
II-4o-mini-03	266-267	90			(1164) August 18.	1164-08-18	1164-08-18
II-4o-mini-03	267-269	91			(ca. 1162-1164).	1162-01-01	1164-12-31
II-4o-mini-03	269	92			(1162-64).	1162-01-01	1164-12-31
II-4o-mini-03	269-271	93			(1162-1164 vor Herbst).	1162-01-01	1164-08-31
II-4o-mini-03	271-272	94			(1162-64, Herbst).	1162-09-01	1164-11-30
II-4o-mini-03	272-274	95			(1162-65 März).	1162-03-01	1165-03-31
II-4o-mini-03	274-275	96			(1165) August 4.	1165-08-04	1165-08-04
II-4o-mini-03	275	97			(vor 1168 Juni).	1165-12-01	1168-06-30
II-4o-mini-03	275-276	98			(vor 1168 Juni).	1165-12-01	1168-06-30
II-4o-mini-03	276-278	99			(1168 Juni).	1168-06-01	1168-06-30
II-4o-mini-03	278	100			(1168 Juni).	1168-06-01	1168-06-30
II-4o-mini-03	278-279	101			(1168 Juni).	1168-06-01	1168-06-30
II-4o-mini-03	279-280	102			(1168 Juni).	1168-06-01	1168-06-30
II-4o-mini-03	280-282	103			(1161 Februar-März oder 1168 Juni).	1161-02-01	1168-06-30
II-4o-mini-03	282-283	104			(1166-68).	1166-01-01	1168-12-31
II-4o-mini-03	283-284	105			(1166-68).	1166-01-01	1168-12-31
II-4o-mini-03	284-285	106			(ca. 1168-69).	1168-01-01	1169-12-31
II-4o-mini-03	285-287	107			(vor 1169 September 30).	1165-12-01	1169-09-30
II-4o-mini-03	287-289	108			(1169) September 30.	1169-09-30	1169-09-30
II-4o-mini-03	289-290	109			(1167-69) November 9.	1167-11-01	1169-11-30
II-4o-mini-03	290-291	110			(1170 vor April).	1170-01-01	1170-03-31
II-4o-mini-03	291-293	111			(1170) Mai 13.	1170-05-13	1170-05-13
II-4o-mini-03	293-294	112			(1170 ca. Mai).	1170-05-01	1170-05-31
II-4o-mini-03	294-296	113			(1171) Februar 1.	1171-02-01	1171-02-01
II-4o-mini-03	296-297	114			(1171) Februar 1.	1171-02-01	1171-02-01
II-4o-mini-03	297-299	115			1171 Februar 1.)	1171-02-01	1171-02-01
II-4o-mini-03	299-300	116			-	1171-12-01	1171-12-31
II-4o-mini-03	300-301	117			(Winter 1171-72).	1171-12-01	1172-02-29
II-4o-mini-03	301-302	118			(1172) April 11.	1172-04-11	1172-04-11
II-4o-mini-03	302-303	119			(1172) April 11.	1172-04-11	1172-04-11
II-4o-mini-03	303-304	120			(1172 März-April).	1172-03-01	1172-04-30
II-4o-mini-04	208-210	40		Ferentino	Ferentino, 1150 Dezember 17.	1150-12-17	1150-12-17
II-4o-mini-04	210-212	41		Lateran	Lateran, (1153) Januar 8.	1153-01-08	1153-01-08
II-4o-mini-04	212-213	42		Rom St. Peter	Rom, St. Peter (1150. 53) Mai 3.	1150-05-03	1150-05-03
II-4o-mini-04	213-215	43		Lateran	Lateran, 1154 Januar 1.	1154-01-01	1154-01-01
II-4o-mini-04	215-216	44		Lateran	Lateran, (1154) Januar 2.	1154-01-02	1154-01-02
II-4o-mini-04	216-217	45		Lateran	Lateran, 1154 (April 20 oder Mai 9).	1154-04-20	1154-05-09
II-4o-mini-04	217-218	46			(Ende 1153 -vor Sommer 1154).	1153-12-31	1154-05-31
II-4o-mini-04	218-220	47			(1154 Sommer).	1154-06-01	1154-08-31
II-4o-mini-04	220-221	48		Lateran	Lateran, (1154) November 25.	1154-11-25	1154-11-25
II-4o-mini-04	221-222	49		Rom St. Peter	Rom St.Peter, (1154) Dezember 13.	1154-12-13	1154-12-13
II-4o-mini-04	222-223	50		Rom St. Peter	Rom St. Peter, (1154) Dezember 16.	1154-12-16	1154-12-16
II-4o-mini-04	223-224	51			(1155 Anfang).	1155-01-01	1155-03-31
II-4o-mini-04	224	52		Lateran	Lateran, (1156-58) Dezember 23.	1156-12-23	1158-12-23
II-4o-mini-04	225-226	53		Lateran	Lateran, (1159) Februar 18.	1159-02-18	1159-02-18
II-4o-mini-04	226	54		Lateran	Lateran, (1159) Februar 18.	1159-02-18	1159-02-18
II-4o-mini-04	226-227	55		Lateran	Lateran, (1159) Mai 23.	1159-05-23	1159-05-23
II-4o-mini-04	227-229	56			(1159 Jan. 6-Sept.	1159-01-06	1159-09-30
II-4o-mini-04	229-230	57			(1159 vor September 1).	1159-01-01	1159-08-31
II-4o-mini-04	230-231	58			(1159 vor September 1).	1159-01-01	1159-08-31
II-4o-mini-04	231-232	59			(1159 vor September 1).	1159-01-01	1159-08-31
II-4o-mini-04	232-233	60			(1159 vor September 1).	1159-01-01	1159-08-31
II-4o-mini-04	233	61			-	1159-01-01	1159-08-31
II-4o-mini-04	233-234	62			(1159 vor September 1).	1159-01-01	1159-08-31
II-4o-mini-04	234-235	63			(1159 vor September 1).	1159-01-01	1159-08-31
II-4o-mini-04	235-236	64			(1159 vor September 1).	1159-01-01	1159-08-31
II-4o-mini-04	236-237	65			(1159 vor September 1).	1159-01-01	1159-08-31
II-4o-mini-04	237-238	66			(1159 vor September 1).	1159-01-01	1159-08-31
II-4o-mini-04	238	67			(1159 vor September 1).	1159-01-01	1159-08-31
II-4o-mini-04	238-239	68			(1159 vor September 1).	1159-01-01	1159-08-31
II-4o-mini-04	239-240	69			(1159 vor September 1).	1159-01-01	1159-08-31
II-4o-mini-04	240-241	70			(1159 vor September 1).	1159-01-01	1159-08-31
II-4o-mini-04	241-243	71			(1159 nach September 7-1160 Januar).	1159-09-07	1160-01-31
II-4o-mini-04	243-244	72		Chartres	Chartres, (vor 1161) Februar 22.	1161-02-22	1161-02-22
II-4o-mini-04	244-245	73			(vor 1161 Mai).	1161-05-01	1161-05-31
II-4o-mini-04	245-246	74			(1160-1161 Mai).	1160-05-01	1161-05-31
II-4o-mini-04	246-247	75		Praeneste	Praeneste, (1161) Juni 27.	1161-06-27	1161-06-27
II-4o-mini-04	247-249	76			(1161 ca. Juni-Juli).	1161-06-01	1161-07-31
II-4o-mini-04	249-250	77			(1161 Herbst).	1161-09-01	1161-11-30
II-4o-mini-04	250-251	78			(1161 August-1162 Januar).	1161-08-01	1162-01-31
II-4o-mini-04	251	79		Genua	Genua, (1162) Februar 4.	1162-02-04	1162-02-04
II-4o-mini-04	251-252	80			(1161 August - 1162 März).	1161-08-01	1162-03-31
II-4o-mini-04	252-253	81			(1161 August - 1162 März).	1161-08-01	1162-03-31
II-4o-mini-04	253-254	82			(1161 Herbst-1162 März).	1161-09-01	1162-03-31
II-4o-mini-04	254-256	83			(1162 Januar-März).	1162-01-01	1162-03-31
II-4o-mini-04	256-257	84			(vor 1162 Mai).	1161-12-01	1162-05-31
II-4o-mini-04	257-258	85			(1162 Ende).	1162-12-01	1162-12-31
II-4o-mini-04	258	86			(1163) Januar 22.	1163-01-22	1163-01-22
II-4o-mini-04	258-263	87			1163 April 24.	1163-04-24	1163-04-24
II-4o-mini-04	263-265	88			(1163, vor Mai).	1163-04-01	1163-04-30
II-4o-mini-04	265-266	89			(1163) Dezember 19.	1163-12-19	1163-12-19
II-4o-mini-04	266-267	90			(1164) August 18.	1164-08-18	1164-08-18
II-4o-mini-04	267-269	91			(ca. 1162-1164).	1162-01-01	1164-12-31
II-4o-mini-04	269	92			(1162-64).	1162-01-01	1164-12-31
II-4o-mini-04	269-271	93			(1162-1164 vor Herbst).	1162-01-01	1164-08-31
II-4o-mini-04	271-272	94			(1162-64, Herbst).	1162-09-01	1164-11-30
II-4o-mini-04	272-274	95			(1162-65 März).	1162-03-01	1165-03-31
II-4o-mini-04	274-275	96			(1165) August 4.	1165-08-04	1165-08-04
II-4o-mini-04	275	97			(vor 1168 Juni).	1167-06-01	1168-06-30
II-4o-mini-04	275-276	98			(vor 1168 Juni).	1167-06-01	1168-06-30
II-4o-mini-04	276-278	99			(1168 Juni).	1168-06-01	1168-06-30
II-4o-mini-04	278	100			(1168 Juni).	1168-06-01	1168-06-30
II-4o-mini-04	278-279	101			(1168 Juni).	1168-06-01	1168-06-30
II-4o-mini-04	279-280	102			(1168 Juni).	1168-06-01	1168-06-30
II-4o-mini-04	280-282	103			(1161 Februar-März oder 1168 Juni).	1161-02-01	1168-06-30
II-4o-mini-04	282-283	104			(1166-68).	1166-01-01	1168-12-31
II-4o-mini-04	283-284	105			(1166-68).	1166-01-01	1168-12-31
II-4o-mini-04	284-285	106			(ca. 1168-69).	1168-01-01	1169-12-31
II-4o-mini-04	285-287	107			(vor 1169 September 30).	1168-01-01	1169-09-30
II-4o-mini-04	287-289	108			(1169) September 30.	1169-09-30	1169-09-30
II-4o-mini-04	289-290	109			(1167-69) November 9.	1167-11-09	1169-11-09
II-4o-mini-04	290-291	110			(1170 vor April).	1170-01-01	1170-03-31
II-4o-mini-04	291-293	111			(1170) Mai 13.	1170-05-13	1170-05-13
II-4o-mini-04	293-294	112			(1170 ca. Mai).	1170-05-01	1170-05-31
II-4o-mini-04	294-296	113			(1171) Februar 1.	1171-02-01	1171-02-01
II-4o-mini-04	296-297	114			(1171) Februar 1.	1171-02-01	1171-02-01
II-4o-mini-04	297-299	115			1171 Februar 1.)	1171-02-01	1171-02-01
II-4o-mini-04	299-300	116			-	1171-12-01	1172-01-31
II-4o-mini-04	300-301	117			(Winter 1171-72).	1171-12-01	1172-02-29
II-4o-mini-04	301-302	118			(1172) April 11.	1172-04-11	1172-04-11
II-4o-mini-04	302-303	119			(1172) April 11.	1172-04-11	1172-04-11
II-4o-mini-04	303-304	120			(1172 März-April).	1172-03-01	1172-04-30
II-4o-mini-05	208-210	40		Ferentino	Ferentino, 1150 Dezember 17.	1150-12-17	1150-12-17
II-4o-mini-05	210-212	41		Lateran	Lateran, (1153) Januar 8.	1153-01-08	1153-01-08
II-4o-mini-05	212-213	42		Rom St. Peter	Rom, St. Peter (1150. 53) Mai 3.	1150-05-03	1150-05-03
II-4o-mini-05	213-215	43		Lateran	Lateran, 1154 Januar 1.	1154-01-01	1154-01-01
II-4o-mini-05	215-216	44		Lateran	Lateran, (1154) Januar 2.	1154-01-02	1154-01-02
II-4o-mini-05	216-217	45		Lateran	Lateran, 1154 (April 20 oder Mai 9).	1154-04-20	1154-05-09
II-4o-mini-05	217-218	46			(Ende 1153 -vor Sommer 1154).	1153-12-31	1154-06-01
II-4o-mini-05	218-220	47			(1154 Sommer).	1154-06-01	1154-08-31
II-4o-mini-05	220-221	48		Lateran	Lateran, (1154) November 25.	1154-11-25	1154-11-25
II-4o-mini-05	221-222	49		Rom St. Peter	Rom St.Peter, (1154) Dezember 13.	1154-12-13	1154-12-13
II-4o-mini-05	222-223	50		Rom St. Peter	Rom St. Peter, (1154) Dezember 16.	1154-12-16	1154-12-16
II-4o-mini-05	223-224	51			(1155 Anfang).	1155-01-01	1155-01-31
II-4o-mini-05	224	52		Lateran	Lateran, (1156-58) Dezember 23.	1156-12-23	1158-12-23
II-4o-mini-05	225-226	53		Lateran	Lateran, (1159) Februar 18.	1159-02-18	1159-02-18
II-4o-mini-05	226	54		Lateran	Lateran, (1159) Februar 18.	1159-02-18	1159-02-18
II-4o-mini-05	226-227	55		Lateran	Lateran, (1159) Mai 23.	1159-05-23	1159-05-23
II-4o-mini-05	227-229	56			(1159 Jan. 6-Sept.	1159-01-06	1159-09-30
II-4o-mini-05	229-230	57			(1159 vor September 1).	1159-01-01	1159-08-31
II-4o-mini-05	230-231	58			(1159 vor September 1).	1159-01-01	1159-08-31
II-4o-mini-05	231-232	59			(1159 vor September 1).	1159-01-01	1159-08-31
II-4o-mini-05	232-233	60			(1159 vor September 1).	1159-01-01	1159-08-31
II-4o-mini-05	233	61			-	1159-01-01	1159-08-31
II-4o-mini-05	233-234	62			(1159 vor September 1).	1159-01-01	1159-08-31
II-4o-mini-05	234-235	63			(1159 vor September 1).	1159-01-01	1159-08-31
II-4o-mini-05	235-236	64			(1159 vor September 1).	1159-01-01	1159-08-31
II-4o-mini-05	236-237	65			(1159 vor September 1).	1159-01-01	1159-08-31
II-4o-mini-05	237-238	66			(1159 vor September 1).	1159-01-01	1159-08-31
II-4o-mini-05	238	67			(1159 vor September 1).	1159-01-01	1159-08-31
II-4o-mini-05	238-239	68			(1159 vor September 1).	1159-01-01	1159-08-31
II-4o-mini-05	239-240	69			(1159 vor September 1).	1159-01-01	1159-08-31
II-4o-mini-05	240-241	70			(1159 vor September 1).	1159-01-01	1159-08-31
II-4o-mini-05	241-243	71			(1159 nach September 7-1160 Januar).	1159-09-07	1160-01-31
II-4o-mini-05	243-244	72		Chartres	Chartres, (vor 1161) Februar 22.	1161-02-22	1161-02-22
II-4o-mini-05	244-245	73			(vor 1161 Mai).	1160-12-01	1161-05-31
II-4o-mini-05	245-246	74			(1160-1161  Mai).	1160-05-01	1161-05-31
II-4o-mini-05	246-247	75		Praeneste	Praeneste, (1161) Juni 27.	1161-06-27	1161-06-27
II-4o-mini-05	247-249	76			(1161 ca. Juni-Juli).	1161-06-01	1161-07-31
II-4o-mini-05	249-250	77			(1161 Herbst).	1161-09-01	1161-11-30
II-4o-mini-05	250-251	78			(1161 August-1162 Januar).	1161-08-01	1162-01-31
II-4o-mini-05	251	79		Genua	Genua, (1162) Februar 4.	1162-02-04	1162-02-04
II-4o-mini-05	251-252	80			(1161 August - 1162 März).	1161-08-01	1162-03-31
II-4o-mini-05	252-253	81			(1161 August - 1162 März).	1161-08-01	1162-03-31
II-4o-mini-05	253-254	82			(1161 Herbst-1162 März).	1161-09-01	1162-03-31
II-4o-mini-05	254-256	83			(1162 Januar-März).	1162-01-01	1162-03-31
II-4o-mini-05	256-257	84			(vor 1162 Mai).	1161-12-01	1162-05-31
II-4o-mini-05	257-258	85			(1162 Ende).	1162-01-01	1162-12-31
II-4o-mini-05	258	86			(1163) Januar 22.	1163-01-22	1163-01-22
II-4o-mini-05	258-263	87			1163 April 24.	1163-04-24	1163-04-24
II-4o-mini-05	263-265	88			(1163, vor Mai).	1163-01-01	1163-04-30
II-4o-mini-05	265-266	89			(1163) Dezember 19.	1163-12-19	1163-12-19
II-4o-mini-05	266-267	90			(1164) August 18.	1164-08-18	1164-08-18
II-4o-mini-05	267-269	91			(ca. 1162-1164).	1162-01-01	1164-12-31
II-4o-mini-05	269	92			(1162-64).	1162-01-01	1164-12-31
II-4o-mini-05	269-271	93			(1162-1164 vor Herbst).	1162-01-01	1164-08-31
II-4o-mini-05	271-272	94			(1162-64, Herbst).	1162-09-01	1164-11-30
II-4o-mini-05	272-274	95			(1162-65 März).	1162-03-01	1165-03-31
II-4o-mini-05	274-275	96			(1165) August 4.	1165-08-04	1165-08-04
II-4o-mini-05	275	97			(vor 1168 Juni).	1167-12-01	1168-06-30
II-4o-mini-05	275-276	98			(vor 1168 Juni).	1167-12-01	1168-06-30
II-4o-mini-05	276-278	99			(1168 Juni).	1168-06-01	1168-06-30
II-4o-mini-05	278	100			(1168 Juni).	1168-06-01	1168-06-30
II-4o-mini-05	278-279	101			(1168 Juni).	1168-06-01	1168-06-30
II-4o-mini-05	279-280	102			(1168 Juni).	1168-06-01	1168-06-30
II-4o-mini-05	280-282	103			(1161 Februar-März oder 1168 Juni).	1161-02-01	1168-06-30
II-4o-mini-05	282-283	104			(1166-68).	1166-01-01	1168-12-31
II-4o-mini-05	283-284	105			(1166-68).	1166-01-01	1168-12-31
II-4o-mini-05	284-285	106			(ca. 1168-69).	1168-01-01	1169-12-31
II-4o-mini-05	285-287	107			(vor 1169 September 30).	1168-12-01	1169-09-30
II-4o-mini-05	287-289	108			(1169) September 30.	1169-09-30	1169-09-30
II-4o-mini-05	289-290	109			(1167-69) November 9.	1167-11-09	1169-11-30
II-4o-mini-05	290-291	110			(1170 vor April).	1170-01-01	1170-03-31
II-4o-mini-05	291-293	111			(1170) Mai 13.	1170-05-13	1170-05-13
II-4o-mini-05	293-294	112			(1170 ca. Mai).	1170-05-01	1170-05-31
II-4o-mini-05	294-296	113			(1171) Februar 1.	1171-02-01	1171-02-01
II-4o-mini-05	296-297	114			(1171) Februar 1.	1171-02-01	1171-02-01
II-4o-mini-05	297-299	115			1171 Februar 1.)	1171-02-01	1171-02-01
II-4o-mini-05	299-300	116			-	1171-12-01	1172-01-31
II-4o-mini-05	300-301	117			(Winter 1171-72).	1171-12-01	1172-02-29
II-4o-mini-05	301-302	118			(1172) April 11.	1172-04-11	1172-04-11
II-4o-mini-05	302-303	119			(1172) April 11.	1172-04-11	1172-04-11
II-4o-mini-05	303-304	120			(1172 März-April).	1172-03-01	1172-04-30
II-4o-01	208-210	40		Ferentino	1150 Dezember 17.	1150-12-17	1150-12-17
II-4o-01	210-212	41		Lateran	(1153) Januar 8.	1153-01-08	1153-01-08
II-4o-01	212-213	42		Rom, St. Peter	(1150. 53) Mai 3.	1150-05-03	1153-05-03
II-4o-01	213-215	43		Lateran	1154 Januar 1.	1154-01-01	1154-01-01
II-4o-01	215-216	44		Lateran	(1154) Januar 2.	1154-01-02	1154-01-02
II-4o-01	216-217	45		Lateran	1154 (April 20 oder Mai 9).	1154-04-20	1154-05-09
II-4o-01	217-218	46			(Ende 1153 -vor Sommer 1154).	1153-12-31	1154-08-31
II-4o-01	218-220	47			(1154 Sommer).	1154-06-01	1154-08-31
II-4o-01	220-221	48		Lateran	(1154) November 25.	1154-11-25	1154-11-25
II-4o-01	221-222	49		Rom St.Peter	(1154) Dezember 13.	1154-12-13	1154-12-13
II-4o-01	222-223	50		Rom St. Peter	(1154) Dezember 16.	1154-12-16	1154-12-16
II-4o-01	223-224	51			(1155 Anfang).	1155-01-01	1155-01-31
II-4o-01	224	52		Lateran	(1156-58) Dezember 23.	1156-12-23	1158-12-23
II-4o-01	225-226	53		Lateran	(1159) Februar 18.	1159-02-18	1159-02-18
II-4o-01	226	54		Lateran	(1159) Februar 18.	1159-02-18	1159-02-18
II-4o-01	226-227	55		Lateran	(1159) Mai 23.	1159-05-23	1159-05-23
II-4o-01	227-229	56			(1159 Jan. 6-Sept.	1159-01-06	1159-09-30
II-4o-01	229-230	57			(1159 vor September 1).	1159-01-01	1159-08-31
II-4o-01	230-231	58			(1159 vor September 1).	1159-01-01	1159-08-31
II-4o-01	231-232	59			(1159 vor September 1).	1159-01-01	1159-08-31
II-4o-01	232-233	60			(1159 vor September 1).	1159-01-01	1159-08-31
II-4o-01	233	61			-	-	-
II-4o-01	233-234	62			(1159 vor September 1).	1159-01-01	1159-08-31
II-4o-01	234-235	63			(1159 vor September 1).	1159-01-01	1159-08-31
II-4o-01	235-236	64			(1159 vor September 1).	1159-01-01	1159-08-31
II-4o-01	236-237	65			(1159 vor September 1).	1159-01-01	1159-08-31
II-4o-01	237-238	66			(1159 vor September 1).	1159-01-01	1159-08-31
II-4o-01	238	67			(1159 vor September 1).	1159-01-01	1159-08-31
II-4o-01	238-239	68			(1159 vor September 1).	1159-01-01	1159-08-31
II-4o-01	239-240	69			(1159 vor September 1).	1159-01-01	1159-08-31
II-4o-01	240-241	70			(1159 vor September 1).	1159-01-01	1159-08-31
II-4o-01	241-243	71			(1159 nach September 7-1160 Januar).	1159-09-07	1160-01-31
II-4o-01	243-244	72		Chartres	(vor 1161) Februar 22.	1161-02-22	1161-02-22
II-4o-01	244-245	73			(vor 1161 Mai).	1161-05-01	1161-05-31
II-4o-01	245-246	74			(1160-1161  Mai).	1160-05-01	1161-05-31
II-4o-01	246-247	75		Praeneste	(1161) Juni 27.	1161-06-27	1161-06-27
II-4o-01	247-249	76			(1161 ca. Juni-Juli).	1161-06-01	1161-07-31
II-4o-01	249-250	77			(1161 Herbst).	1161-09-01	1161-11-30
II-4o-01	250-251	78			(1161 August-1162 Januar).	1161-08-01	1162-01-31
II-4o-01	251	79		Genua	(1162) Februar 4.	1162-02-04	1162-02-04
II-4o-01	251-252	80			(1161 August - 1162 März).	1161-08-01	1162-03-31
II-4o-01	252-253	81			(1161 August - 1162 März).	1161-08-01	1162-03-31
II-4o-01	253-254	82			(1161 Herbst-1162 März).	1161-09-01	1162-03-31
II-4o-01	254-256	83			(1162 Januar-März).	1162-01-01	1162-03-31
II-4o-01	256-257	84			(vor 1162 Mai).	1162-05-01	1162-05-31
II-4o-01	257-258	85			(1162 Ende).	1162-12-01	1162-12-31
II-4o-01	258	86			(1163) Januar 22.	1163-01-22	1163-01-22
II-4o-01	258-263	87			1163 April 24.	1163-04-24	1163-04-24
II-4o-01	263-265	88			(1163, vor Mai).	1163-05-01	1163-05-31
II-4o-01	265-266	89			(1163) Dezember 19.	1163-12-19	1163-12-19
II-4o-01	266-267	90			(1164) August 18.	1164-08-18	1164-08-18
II-4o-01	267-269	91			(ca. 1162-1164).	1162-01-01	1164-12-31
II-4o-01	269	92			(1162-64).	1162-01-01	1164-12-31
II-4o-01	269-271	93			(1162-1164 vor Herbst).	1162-01-01	1164-08-31
II-4o-01	271-272	94			(1162-64, Herbst).	1162-09-01	1164-11-30
II-4o-01	272-274	95			(1162-65 März).	1162-03-01	1165-03-31
II-4o-01	274-275	96			(1165) August 4.	1165-08-04	1165-08-04
II-4o-01	275	97			(vor 1168 Juni).	1168-06-01	1168-06-30
II-4o-01	275-276	98			(vor 1168 Juni).	1168-06-01	1168-06-30
II-4o-01	276-278	99			(1168 Juni).	1168-06-01	1168-06-30
II-4o-01	278	100			(1168 Juni).	1168-06-01	1168-06-30
